ID,Дата записи,Время записи,Услуга,Учреждение,Регион,Статус,Возраст ученика,Пол ученика,Канал записи,Дата визита,Явился,Причина отмены,Тип учреждения
8260,2024-09-10,16:41,Перевод из другой школы,Школа-лицей №5,г. Астана,Обслужен,6,М,Через школу,2024-09-10,Да,,Школа-лицей
8261,2024-11-10,05:20,Запрос справки,Школа-лицей №1,Карагандинская,Обслужен,9,Ж,Через школу,2024-11-10,Да,,Гимназия
8262,2024-08-14,22:32,Зачисление в 1 класс,Школа-лицей №5,г. Астана,Записан,13,Ж,Веб,,Нет,,Гимназия
8263,2024-10-19,20:56,Запрос справки,Школа-лицей №4,г. Алматы,Обслужен,14,Ж,Мобильное приложение,2024-10-19,Да,,Гимназия
8264,2024-06-22,13:49,Перевод из другой школы,Школа-лицей №10,г. Алматы,Обслужен,8,М,Веб,2024-06-22,Да,,Гимназия
8265,2025-03-13,22:42,Зачисление в 1 класс,Школа-лицей №9,Туркестанская,Записан,16,М,Веб,,Да,,Школа-лицей
8266,2025-03-24,02:13,Перевод из другой школы,Школа-лицей №3,Туркестанская,Записан,17,Ж,Мобильное приложение,,Нет,,Школа
8267,2024-09-10,23:58,Запись в продлёнку,Школа-лицей №7,г. Астана,Обслужен,16,М,КИОСК,2024-09-10,Да,,Школа-лицей
8268,2025-01-25,18:47,Запись в продлёнку,Школа-лицей №3,Алматинская,Записан,8,Ж,Через школу,,Нет,,Школа
8269,2024-10-21,12:22,Перевод из другой школы,Школа-лицей №7,Карагандинская,Обслужен,8,М,Мобильное приложение,2024-10-21,Да,,Школа
8270,2025-01-23,06:48,Запрос справки,Школа-лицей №4,г. Алматы,Обслужен,6,М,Мобильное приложение,2025-01-23,Да,,Школа
8271,2024-11-15,06:29,Перевод из другой школы,Школа-лицей №8,Карагандинская,Отменено,13,Ж,Мобильное приложение,,Да,Не явился,Гимназия
8272,2025-02-07,15:24,Зачисление в 1 класс,Школа-лицей №8,г. Алматы,Записан,14,М,Веб,,Нет,,Школа-лицей
8273,2025-01-09,01:59,Перевод из другой школы,Школа-лицей №5,г. Астана,Обслужен,8,Ж,Мобильное приложение,2025-01-09,Да,,Школа-лицей
8274,2024-07-28,16:54,Запись в продлёнку,Школа-лицей №6,г. Алматы,Записан,17,М,Мобильное приложение,,Нет,,Гимназия
8275,2024-10-04,21:05,Перевод из другой школы,Школа-лицей №10,Туркестанская,Обслужен,15,М,Веб,2024-10-04,Да,,Гимназия
8276,2025-02-10,16:39,Перевод из другой школы,Школа-лицей №10,г. Алматы,Отменено,13,Ж,Веб,,Да,Не явился,Школа-лицей
8277,2025-05-18,08:52,Запрос справки,Школа-лицей №10,Карагандинская,Записан,17,Ж,Мобильное приложение,,Да,,Школа
8278,2024-07-18,13:33,Запись в продлёнку,Школа-лицей №3,Туркестанская,Обслужен,8,М,Мобильное приложение,2024-07-18,Да,,Школа-лицей
8279,2025-05-31,03:08,Перевод из другой школы,Школа-лицей №4,Туркестанская,Обслужен,11,Ж,Мобильное приложение,2025-05-31,Да,,Школа-лицей
8280,2024-11-29,11:32,Запрос справки,Школа-лицей №2,г. Алматы,Обслужен,9,М,Веб,2024-11-29,Да,,Школа-лицей
8281,2025-04-08,02:13,Запрос справки,Школа-лицей №4,г. Астана,Записан,12,Ж,КИОСК,,Да,,Гимназия
8282,2024-10-20,00:42,Запись в продлёнку,Школа-лицей №8,Карагандинская,Обслужен,6,Ж,Через школу,2024-10-20,Да,,Школа
8283,2024-10-21,01:19,Запись в продлёнку,Школа-лицей №2,Карагандинская,Обслужен,7,М,Мобильное приложение,2024-10-21,Да,,Школа
8284,2024-09-03,07:11,Перевод из другой школы,Школа-лицей №6,Туркестанская,Записан,16,Ж,КИОСК,,Нет,,Школа
8285,2025-04-26,19:15,Перевод из другой школы,Школа-лицей №6,Алматинская,Отменено,6,М,КИОСК,,Нет,По желанию,Школа
8286,2024-12-29,00:25,Запись в продлёнку,Школа-лицей №4,Актюбинская,Записан,16,М,Мобильное приложение,,Нет,,Школа
8287,2024-10-03,21:48,Запись в продлёнку,Школа-лицей №4,Алматинская,Обслужен,8,Ж,Веб,2024-10-03,Да,,Школа-лицей
8288,2024-08-04,08:10,Запись в продлёнку,Школа-лицей №9,Актюбинская,Обслужен,12,Ж,Мобильное приложение,2024-08-04,Да,,Школа
8289,2024-12-11,16:49,Запись в продлёнку,Школа-лицей №1,Алматинская,Обслужен,12,Ж,Через школу,2024-12-11,Да,,Школа
8290,2025-02-07,12:23,Запись в продлёнку,Школа-лицей №6,Туркестанская,Обслужен,7,М,КИОСК,2025-02-07,Да,,Гимназия
8291,2025-02-03,23:24,Зачисление в 1 класс,Школа-лицей №2,г. Астана,Записан,14,Ж,Мобильное приложение,,Нет,,Школа-лицей
8292,2024-09-18,20:14,Зачисление в 1 класс,Школа-лицей №10,г. Алматы,Записан,13,Ж,Мобильное приложение,,Нет,,Гимназия
8293,2024-06-27,15:08,Запись в продлёнку,Школа-лицей №10,Карагандинская,Обслужен,17,Ж,Мобильное приложение,2024-06-27,Да,,Гимназия
8294,2024-06-25,10:05,Перевод из другой школы,Школа-лицей №1,Актюбинская,Обслужен,9,М,Через школу,2024-06-25,Да,,Школа-лицей
8295,2025-04-19,13:27,Перевод из другой школы,Школа-лицей №4,г. Алматы,Записан,17,Ж,Веб,,Нет,,Гимназия
8296,2024-06-20,09:38,Запись в продлёнку,Школа-лицей №7,Карагандинская,Обслужен,7,М,КИОСК,2024-06-20,Да,,Школа
8297,2024-10-07,11:10,Запись в продлёнку,Школа-лицей №5,Актюбинская,Обслужен,10,Ж,КИОСК,2024-10-07,Да,,Гимназия
8298,2025-05-11,21:59,Перевод из другой школы,Школа-лицей №4,Алматинская,Отменено,11,Ж,Мобильное приложение,,Да,,Школа
8299,2024-07-03,09:27,Зачисление в 1 класс,Школа-лицей №9,г. Астана,Записан,13,М,Мобильное приложение,,Нет,,Школа
8300,2025-06-10,10:10,Запись в продлёнку,Школа-лицей №1,Актюбинская,Записан,14,Ж,Мобильное приложение,,Нет,,Школа
8301,2024-07-04,20:53,Запрос справки,Школа-лицей №10,Туркестанская,Записан,6,Ж,Мобильное приложение,,Нет,,Школа
8302,2025-02-24,10:48,Перевод из другой школы,Школа-лицей №10,Актюбинская,Записан,17,Ж,Мобильное приложение,,Нет,,Школа
8303,2024-07-15,06:18,Запись в продлёнку,Школа-лицей №2,Туркестанская,Записан,7,М,Через школу,,Нет,,Гимназия
8304,2024-07-25,13:49,Перевод из другой школы,Школа-лицей №9,г. Алматы,Записан,17,М,Веб,,Нет,,Школа-лицей
8305,2024-11-27,13:37,Зачисление в 1 класс,Школа-лицей №1,Туркестанская,Обслужен,17,Ж,КИОСК,2024-11-27,Да,,Гимназия
8306,2024-10-13,01:09,Запись в продлёнку,Школа-лицей №1,Карагандинская,Обслужен,16,М,Веб,2024-10-13,Да,,Гимназия
8307,2024-10-20,02:57,Запись в продлёнку,Школа-лицей №8,Актюбинская,Отменено,12,М,Веб,,Нет,По желанию,Гимназия
8308,2024-10-31,14:42,Запрос справки,Школа-лицей №6,г. Алматы,Записан,17,Ж,Мобильное приложение,,Нет,,Школа
