ID,Дата обращения,Категория,Подкатегория,Регион,Возраст заявителя,Пол,Статус,Дата ответа,Кол-во детей,Возраст старшего ребенка,Ответственный орган,Тип заявителя,Способ подачи,Язык обращения,Повторное обращение,Канал получения ответа,Категория срочности,Вид обращения,Тематика
8890,2025-05-23,Жилищный вопрос,Снос жилья,Северо-Казахстанская,75,Ж,На рассмотрении,2025-06-08,1,6.0,ЦОН,Физическое лицо,Мобильное приложение,Русский,Да,Бумажное письмо,Средняя,Предложение,Электроснабжение
8891,2024-11-16,Жилищный вопрос,Аренда,Туркестанская,70,М,Отклонено,2024-12-18,0,,МОН РК,Юридическое лицо,Мобильное приложение,Казахский,Да,Бумажное письмо,Высокая,Благодарность,Образование
8892,2024-08-02,Образование,Детсады,Алматинская,80,Ж,На рассмотрении,2024-08-17,1,12.0,Министерство здравоохранения,Юридическое лицо,Почта,Русский,Нет,Email,Средняя,Вопрос,Образование
8893,2023-07-23,ЖКХ,Отопление,г. Алматы,51,Ж,В работе,2023-08-04,0,,Министерство здравоохранения,Физическое лицо,Почта,Русский,Нет,Телефон,Низкая,Жалоба,Образование
8894,2024-01-04,Труд и занятость,Охрана труда,Актюбинская,35,М,На рассмотрении,2024-01-31,1,15.0,Министерство труда,Юридическое лицо,Почта,Казахский,Нет,Портал,Средняя,Предложение,Медицина
8895,2023-10-30,Труд и занятость,Трудовые споры,Жамбылская,43,М,На рассмотрении,2023-11-13,3,18.0,Министерство труда,Физическое лицо,Лично,Казахский,Да,Бумажное письмо,Высокая,Предложение,Социальные пособия
8896,2023-08-05,Социальная защита,Пособия,Восточно-Казахстанская,20,М,Рассмотрено,2023-08-30,2,17.0,Министерство здравоохранения,Юридическое лицо,Веб-сайт,Русский,Нет,Телефон,Низкая,Благодарность,Электроснабжение
8897,2024-01-26,Образование,Детсады,Северо-Казахстанская,19,М,В работе,2024-01-30,1,23.0,МОН РК,Юридическое лицо,Мобильное приложение,Казахский,Нет,Портал,Низкая,Вопрос,Земельный вопрос
8898,2023-11-22,Труд и занятость,Трудовые споры,г. Астана,40,Ж,Рассмотрено,2023-11-29,0,,МОН РК,Физическое лицо,Лично,Казахский,Нет,Телефон,Средняя,Вопрос,Земельный вопрос
8899,2025-02-21,Социальная защита,Пенсии,Актюбинская,88,Ж,Рассмотрено,2025-03-07,3,8.0,МОН РК,Юридическое лицо,Почта,Русский,Да,Email,Низкая,Благодарность,Социальные пособия
8900,2024-12-12,Жилищный вопрос,Снос жилья,г. Астана,27,М,В работе,2024-12-25,1,0.0,ЦОН,Юридическое лицо,Мобильное приложение,Казахский,Нет,Портал,Средняя,Благодарность,Образование
8901,2024-10-11,Образование,Школы,Алматинская,88,Ж,На рассмотрении,2024-10-19,1,1.0,Министерство здравоохранения,Юридическое лицо,Почта,Казахский,Да,Email,Высокая,Вопрос,Образование
8902,2024-01-16,Образование,Школы,Жамбылская,45,Ж,На рассмотрении,2024-02-13,0,,Акимат города,Физическое лицо,Почта,Казахский,Нет,Портал,Средняя,Жалоба,Медицина
8903,2023-07-31,Образование,ВУЗы,Северо-Казахстанская,45,М,Рассмотрено,2023-08-20,0,,Министерство труда,Физическое лицо,Почта,Казахский,Нет,Email,Высокая,Предложение,Образование
8904,2024-06-15,Образование,Школы,Актюбинская,54,Ж,На рассмотрении,2024-07-20,2,22.0,Министерство здравоохранения,Физическое лицо,Лично,Русский,Нет,Портал,Высокая,Вопрос,Образование
